type,title,cast,release_year,id,duration_type,duration_int,calificacion,califPromedio
movie,grego rossello: disculpe las molestias,grego rossello,2019,ns3355,min,65,3.0,3.5
tv show,kengan ashura,"tatsuhisa suzuki, cho, jouji nakata, yumi uchiyama, hayato kaneko, tetsu inada, yasuyuki kase, junya enoki, daisuke namikawa, ryuzo hasuike",2019,ns3356,seasons,2,4.5,3.5
tv show,nowhere man,"alyssa chia, mavis fan, joseph chang, wang po-chieh, jeremiah zhang, chou min-fu, greg hsu, kuo tze-cheng, shen hai-jung, lu yi-long",2019,ns3357,season,1,4.0,3.5
tv show,sleepless society: bedtime wishes,"shahkrit yamnarm, savika chaiyadej, supoj chancharoen, pairoj sangwariboot, suchao pongwilai, nataya chanrung, papangkorn lerkchaleampote, suchada tongam, sasin chow",2019,ns3358,season,1,4.0,3.6
tv show,"bring it on, ghost","taecyeon, kim so-hyun, kwon yul, kim sang-ho, kang ki-young, lee da-wit, kim min-sang, yun seo-hyun",2016,ns3359,season,1,3.0,3.5
movie,mehandi circus,"madhampatti rangaraj, shweta tripathi, vela ramamoorthy, ankur vikal, g. marimuthu, sunny charles",2019,ns3360,min,126,4.0,3.6
tv show,tomorrow with you,"shin mina, lee je-hoon, kim ye-won, cho han-cheul, baek hyeon-jin, kang ki-doong, park joo-hee, oh gwang-rok",2017,ns3361,season,1,0.5,3.4
tv show,tunnel,"todsapol maisuk, johnny hao, morakot liu, pemy peramin thabkaew, phenphet phenkul, sumet ong-art, amarin nitipon, tor techathuwanan, komsan kajonpaisansuk",2019,ns3362,season,1,3.0,3.5
movie,arsenio hall: smart & classy,arsenio hall,2019,ns3363,min,63,4.0,3.5
tv show,shine on with reese,reese witherspoon,2018,ns3364,season,1,3.0,3.5
movie,the road to el camino: behind the scenes of el camino: a breaking bad movie,,2019,ns3365,min,14,3.0,3.6
movie,a 3 minute hug,,2019,ns3366,min,28,3.5,3.5
movie,little miss sumo,hiyori kon,2018,ns3367,min,20,1.5,3.4
tv show,"wait, my youth","zhao yiqin, li jiaqi, li geyang, xu mengyuan, wu shuangyi, dong yanlei, vincent wei",2019,ns3368,season,1,4.0,3.4
tv show,a little thing called first love,"lai kuan-lin, zhao jinmai, wang runze, chai wei, wang bowen",2019,ns3369,season,1,5.0,3.5
tv show,bojack horseman,"will arnett, aaron paul, amy sedaris, alison brie, paul f. tompkins",2020,ns3370,seasons,6,2.5,3.5
tv show,brotherhood,"naruna costa, seu jorge, hermila guedes, lee taylor, danilo grangheia, wesley guimarães, pedro wagner",2019,ns3371,season,1,2.0,3.4
movie,consequences,"nehir erdoğan, tardu flordun, i̇lker kaleli, serkan keskin, esra bezen bilgin, aytaç uşun, cem özeren, caner arçkan",2014,ns3372,min,106,3.5,3.6
movie,dolemite is my name,"eddie murphy, wesley snipes, keegan-michael key, mike epps, craig robinson, tituss burgess, da'vine joy randolph, kodi smit-mcphee",2019,ns3373,min,118,4.0,3.5
tv show,drug squad: costa del sol,"hugo silva, álvaro cervantes, miki esparbé, jesús castro, sara sálamo, jorge usón, cayetana cabezas, pablo béjar, marco cáceres, olivia delcán, jorge suquet, daniel holguín, joaquín galletero, carolina yuste, ana fernández",2019,ns3374,season,1,3.5,3.5
movie,it takes a lunatic,,2019,ns3375,min,127,3.5,3.6
tv show,monzón: a knockout blow,"jorge román, mauricio paniagua, carla quevedo, paloma ker, soledad silveyra, diego cremonesi, florencia raggi, gustavo garzón, yayo guridi, fabián arenillas, nacho gadano, belén chavanne",2018,ns3376,season,1,4.0,3.5
movie,my next guest with david letterman and shah rukh khan,"shah rukh khan, david letterman",2019,ns3377,min,61,5.0,3.5
tv show,nailed it! france,"artus, noémie honiat",2019,ns3378,season,1,3.0,3.5
tv show,nailed it! spain,"la terremoto de alcorcón, christian escribà",2019,ns3379,season,1,4.0,3.6
movie,rattlesnake,"carmen ejogo, theo rossi, emma greenwell, apollonia pratt, debrianna mansini, bruce davis",2019,ns3380,min,86,3.0,3.6
movie,the awakening of motti wolkenbruch,"inge maux, noémie schmidt, joel basman, sunnyi melles, udo samel, rachel braunschweig, oriana schrage, meytal gal",2018,ns3381,min,94,3.0,3.5
tv show,the untamed,"sean xiao, wang yibo, zoey meng, xuan lu, yu bin, wang zhuocheng, liu haikuan, zhu zanjin, wang haoxuan, ji li",2019,ns3382,season,1,4.0,3.5
tv show,daybreak,"colin ford, alyvia alyn lind, sophie simnett, austin crute, cody kearsley, jeanté godlock, gregory kasyan, krysta rodriguez, matthew broderick",2019,ns3383,season,1,3.0,3.5
movie,echo in the canyon,"jakob dylan, ringo starr, michelle phillips, stephen stills, regina spektor, beck, eric clapton, tom petty, jackson browne, norah jones",2019,ns3384,min,82,2.0,3.5
movie,revenge of the pontianak,"nur fazura, remy ishak, hisyam hamid, shenty feliziana, nam ron, tony eusoff, wan hanafi su",2019,ns3385,min,92,5.0,3.5
tv show,"breakfast, lunch & dinner","david chang, seth rogen, chrissy teigen, lena waithe, kate mckinnon",2019,ns3386,season,1,3.5,3.5
movie,dancing with the birds,stephen fry,2019,ns3387,min,52,4.0,3.5
movie,master z: the ip man legacy,"zhang jin, dave bautista, michelle yeoh, tony jaa, liu yan, kevin cheng, chrissie chow, xing yu",2018,ns3388,min,108,2.0,3.6
movie,jenny slate: stage fright,jenny slate,2019,ns3389,min,67,3.0,3.6
movie,free fire,"sharlto copley, armie hammer, brie larson, cillian murphy, jack reynor, babou ceesay, enzo cilenti, sam riley, michael smiley, noah taylor, patrick bergin, mark monero",2016,ns3390,min,91,4.0,3.6
movie,little singham: kaal ki tabaahi,,2019,ns3391,min,66,2.0,3.6
movie,the command,"matthias schoenaerts, léa seydoux, colin firth, peter simonischek, august diehl, max von sydow, bjarne henriksen, magnus millang, artemiy spiridonov",2018,ns3392,min,118,5.0,3.5
movie,10 days in sun city,"ayo makun, adesua etomi, richard mofe-damijo, mercy johnson, falz, tuface idibia, thenjiwe moseley, motlatsi mafatshe, celeste ntuli, miguel a. núñez jr.",2017,ns3393,min,87,3.0,3.6
tv show,"chuchu tv kids songs, learning videos & bedtime stories",,2019,ns3394,season,1,3.5,3.6
movie,chuchutv bedtime stories & moral stories for kids (english),,2019,ns3395,min,47,5.0,3.6
movie,chuchutv bedtime stories & moral stories for kids (hindi),,2019,ns3396,min,56,2.0,3.5
movie,chuchutv surprise eggs learning videos (english),,2019,ns3397,min,61,4.0,3.5
movie,chuchutv surprise eggs learning videos (hindi),,2019,ns3398,min,34,2.5,3.5
movie,eli,"charlie shotwell, lili taylor, kelly reilly, max martini, sadie sink, deneen tyler, katia gomez",2019,ns3399,min,98,5.0,3.5
movie,in my country,"sam dede, bimbo manuel, okawa shaznay, shan george, austin enabulele, precious udoh",2018,ns3400,min,99,3.5,3.6
tv show,interior design masters,,2019,ns3401,season,1,5.0,3.6
tv show,little baby bum: nursery rhyme friends,"chloe marsden, aaron marsden, maría esnoz",2019,ns3402,seasons,2,4.5,3.5
movie,"love, surreal and odd","aylin kontante, bülent emrah parlak, büşra pekin, çağlar çorumlu, fatih artman, gupse özay, serkan keskin, şebnem bozoklu",2017,ns3403,min,95,5.0,3.6
tv show,mighty little bheem: diwali,"samriddhi shukla, nishka raheja, arannya kaur, shanoor mirza, rajesh kava",2019,ns3404,season,1,4.0,3.5
tv show,monkart,"kim jae-ha, kwon ji-hye, lee bo-hee, um sang-hyun, jung yoon-jung, kim bo-min, hong so-young, hong bum-ki, ahn jang-hyuk",2017,ns3405,season,1,3.0,3.6
movie,seventeen,"biel montoro, nacho sánchez, lola cordón, itsaso arana, chani martín, iñigo aranburu, kandido uranga, javier cifrián, mamen duch, carolina clemente, jorge cabrera, daniel fuster, edgar costas, patxi santamaría",2019,ns3406,min,100,4.5,3.5
tv show,spirit riding free: pony tales,"amber frank, bailey gambertoglio, sydney park, darcy rose byrnes, gabriella graves, duncan joiner, nolan north",2019,ns3407,seasons,2,4.5,3.6
movie,tatu,"rahama sadau, sambasa nzeribe, segun arinze, gabriel afolayan, desmond elliot, funlola aofiyebi, toyin aimakhu, stephen demian, afeez oyetoro, oludara egerton shyngle",2017,ns3408,min,101,4.0,3.5
movie,tell me who i am,,2019,ns3409,min,86,2.0,3.5
movie,the laundromat,"meryl streep, gary oldman, antonio banderas, sharon stone, james cromwell, jeffrey wright, melissa rauch, jeff michalski, jane morris, robert patrick, david schwimmer",2019,ns3410,min,96,3.0,3.5
tv show,toon,"joep vermolen, amy van der weerden, loulou hameleers, robbert bleij",2017,ns3411,seasons,2,4.0,3.5
movie,up north,"banky wellington, rahama sadau, kanayo o. kanayo, ibrahim suleiman, michelle dede, adesua etomi, hilda dokubo, akin lewis",2018,ns3412,min,99,3.0,3.6
movie,upstarts,"priyanshu painyuli, chandrachoor rai, shadab kamal, rajeev siddhartha, sheetal thakur, ninad kamat, swati semwal, eijaz khan",2019,ns3413,min,112,4.5,3.5
movie,verses of love 2,"fedi nuril, tatjana saphira, dewi sandra, chelsea islan, nur fazura, pandji pragiwaksono, arie untung, bront palarae, dewi irawan",2017,ns3414,min,127,4.0,3.6
tv show,chosen,"lan cheng-lung, deng jiajia, han pengyi, sam hayden-smith, jenny zhou, paul he, nathaniel kelly",2019,ns3415,seasons,2,5.0,3.4
tv show,the unlisted,"vrund rao, ved rao, abigail adriano, miah madden, jean hinchliffe, nya cofie, saba zaidi abdi, nicholas brown, virginie laverdure, avishma lohith, zenia starr, suzi dougherty, aria ferris, danny kim, annabel wolfe",2019,ns3416,season,1,4.0,3.5
tv show,another miss oh,"seo hyun-jin, eric moon, jeon hye-bin, ye ji-won, kim ji-seok, lee jae-yoon, lee han-wi, kim mee-kyeong, oh man-seok, lee pil-mo",2016,ns3417,season,1,5.0,3.5
movie,ghosts of sugar land,,2019,ns3418,min,22,3.0,3.5
movie,league of legends origins,,2019,ns3419,min,78,4.5,3.6
movie,park na-rae: glamour warning,park na-rae,2019,ns3420,min,63,4.5,3.5
tv show,second 20s,"choi ji-woo, lee sang-yun, choi won-young, kim min-jae, son na-eun, jung soo-young, choi yoon-so, park hyo-ju",2015,ns3421,season,1,3.0,3.5
movie,sinister 2,"shannyn sossamon, john beasley, james ransone, tate ellington, robert daniel sloan, dartanian sloan, lucas jade zumann, lea coco",2015,ns3422,min,97,4.0,3.5
movie,the game changers,"arnold schwarzenegger, lewis hamilton, james wilks, patrik baboumian, scott jurek, nimai delgado, morgan mitchell, rip esselstyn, dotsie bausch, damien mander, michael thomas, dr. dean ornish, david goldman",2018,ns3423,min,86,1.0,3.5
tv show,black money love,"güler ökten, hazal türesan, i̇lkin tüfekçi, bedia ener, erkan can, öykü karayel, emre kızılırmak, bestemsu özdemir, engin akyürek, burak tamdoğan, saygın soysal, tuba büyüküstün, ali yörenç, ahmet tansu taşanlar, elif i̇nci",2014,ns3424,season,1,4.0,3.5
movie,"martin matte: la vie, la mort...eh la la..!",martin matte,2019,ns3425,min,62,1.0,3.6
movie,street flow,"kery james, jammeh diangana, chloé jouannet, bakary diombera",2019,ns3426,min,96,4.0,3.5
tv show,the lies within,"lee min-ki, lee yoo-young, on ju-wan, lee jun-hyeok, yun jong-seok, kim jong-soo, seo hyun-woo, song young-chang, lee jun-hyuk",2019,ns3427,season,1,4.0,3.5
movie,bygones be bygones,"ata demirer, tuvana türkay, ülkü duru, salih kalyon, renan bilek, seda güven, toprak sergen, ali yoğurtçuoğlu, bedir bedir, gümeç alpay aslan",2017,ns3428,min,104,3.0,3.6
movie,el camino: a breaking bad movie,aaron paul,2019,ns3429,min,123,4.0,3.5
movie,fractured,"sam worthington, lily rabe, stephen tobolowsky, adjoa andoh, lucy capri, lauren cochrane, shane dean",2019,ns3430,min,100,1.0,3.5
tv show,insatiable,"dallas roberts, debby ryan, alyssa milano, christopher gorham, kimmy shields, michael provost, erinn westbrook, daniel kang, arden myrin",2019,ns3431,seasons,2,1.5,3.5
movie,the bling lagosians,"gbenga titiloye, elvina ibru, sharon ooja, osas ighodaro ajibade, monalisa chinda, toyin abraham, bisola aiyeola, oladele ogunlana, jimmy odukoya, alex ekubo",2019,ns3432,min,99,3.0,3.5
movie,the forest of love,"kippei shiina, shinnosuke mitsushima, kyooko hinami, eri kamataki, young dais, natsuki kawamura, yuzuka nakaya, dai hasegawa, chiho fujii, sei matobu, denden",2019,ns3433,min,151,3.0,3.5
tv show,the hook up plan,"marc ruchmann, zita hanrot, sabrina ouazani, joséphine drai, syrus shahidi, yvan naubron, guillaume labbé, tom dingler",2020,ns3434,seasons,2,2.0,3.6
movie,the influence,"manuela vellés, maggie civantos, alain hernández, claudia placer, daniela rubio, emma suárez, ramón esquinas, felipe garcía vélez, mariana cordero",2019,ns3435,min,102,3.0,3.5
tv show,beyblade burst turbo,"laura stahl, billy kametz, derek stephen prince, kyle mccarley, brandon winckler, kimlinh tran",2018,ns3436,season,1,4.0,3.6
movie,gen hoshino stadium tour “pop virus”,gen hoshino,2019,ns3437,min,154,4.0,3.5
tv show,ultramarine magmell,"kengo kawanishi, m・a・o, toshiyuki morikawa, hibiku yamamura, satoshi mikami, koji yusa, hiroshi yanaka, shiro saito, keiichi sonobe",2019,ns3438,season,1,4.0,3.6
movie,after,"josephine langford, hero fiennes tiffin, selma blair, inanna sarkis, shane paul mcghie, pia mia, khadijha red thunder, dylan arnold, samuel larsen, jennifer beals, peter gallagher",2019,ns3439,min,106,4.0,3.5
movie,home is where the killer is,"stacy haiduk, kelly kruger, christopher sean, anne leighton, beth littleford, john-paul lavoisier, kristoff st. john, pallavi sastry",2019,ns3440,min,87,2.0,3.5
tv show,rhythm + flow,"cardi b, chance the rapper, t.i.",2019,ns3441,season,1,4.5,3.4
movie,deon cole: cole hearted,deon cole,2019,ns3442,min,70,5.0,3.7
movie,the spooky tale of captain underpants hack-a-ween,"nat faxon, jay gragnani, ramone hamilton, sean astin, dayci brookshire, clancy brown, jorge diaz, peter hastings, evan kishiyama, david koechner, erica luttrell, patty mattson, brennan murray, kevin michael richardson, mindy sterling, stephen tobolowsky, kari wahlgren",2019,ns3443,min,46,4.5,3.6
movie,love for sale,"gading marten, della dartyan, rukman rosadi, albert halim, verdi solaiman, adriano qalbi, sabrina rochelle kalangie, rizky mocil",2018,ns3444,min,101,5.0,3.5
tv show,legend quest: masters of myth,"johnny rose, annemarie blanco, paul tei, oscar cheda, chuck morgan, jenna lamia, james carrey",2019,ns3445,season,1,4.0,3.6
tv show,my country: the new age,"yang se-jong, woo do‑hwan, seolhyun, jang hyuk, kim young-chul, in gyo-jin, yu oh-seong, ahn nae-sang",2019,ns3446,season,1,1.0,3.6
movie,noblemen,"ali haji, kunal kapoor, muskkaan jaferi, hardik thakkar, ali mir, shaan grover, m.k. raina, ivan rodrigues",2019,ns3447,min,109,3.0,3.5
movie,a plastic ocean,tanya streeter,2016,ns3448,min,100,4.0,3.6
movie,brother in love,"cem gelinoğlu, melis babadag, ege kökenli, müfit kayacan, lale başar, ali erkazan, özlem çakar, selen domaç, ferdi sancar, güven hokna",2019,ns3449,min,110,3.5,3.5
tv show,creeped out,"victoria diamond, william romain, sydney wade, jennifer james, daniel ryan, robert styles, rhys gannon, maeve larkin, margaret jackman, katie proctor, jonathan blake, maximus evans, anya lawrence, tiffany elefano, diya kittur, berkley silverman, malen clarkson, jason done, rosina carbone, boris burnell anderson, macey howarth, rebecca hanssen, william haresceugh, chris jack, zita sattar, acushla-tara kupe, tillie amartey, isabella pinto, bella band, lola ogunyemi, elizabeth bower, gianluca gallucci, jacob henshaw, amelia curtis, romy weltman, justin paul kelly, jordan poole, thamela mpumlwana, jake sim, leah choudhry, daniel ogbeide-john, emma gregory, rachel leskovac, andonis anthony, kyle breitkopf, julian richings, kathryn emily douglas",2019,ns3450,seasons,2,5.0,3.4
movie,in the tall grass,"patrick wilson, laysla de oliveira, avery whitted, harrison gilbertson, rachel wilson, will buie jr.",2019,ns3451,min,102,3.5,3.5
movie,kids on the block,"selim bayraktar, berat efe parlar, esat polat güler, eda döğer, dora dalgıç, taha sönmezisik, zeynep ilgin çelik, arda taşarcan, alperen efe esmer, i̇lknur külahlıoglu, i̇kra külahlıoğlu",2019,ns3452,min,102,4.0,3.6
tv show,peaky blinders,"cillian murphy, sam neill, helen mccrory, paul anderson, iddo goldberg, annabelle wallis, sophie rundle, tom hardy, joe cole, ned dennehy, andy nyman, charlie creed-miles, charlotte riley, david dawson, jeffrey postlethwaite, matthew postlethwaite, ian peck, tony pitts, aidan gillen, adrien brody, charlie murphy, aimee-ffion edwards",2019,ns3453,seasons,5,4.0,3.5
tv show,raising dion,"alisha wainwright, ja'siah young, jason ritter, michael b. jordan, jazmyn simon, ali ahn, sammi haney",2019,ns3454,season,1,2.0,3.6
tv show,rotten,,2019,ns3455,seasons,2,4.5,3.6
tv show,super monsters,"elyse maloway, vincent tong, erin matthews, andrea libman, alessandro juliani, nicole anthony, ian james corlett, britt mckillip, kathleen barr, diana kaarina",2019,ns3456,seasons,3,4.0,3.6
movie,super monsters: vida's first halloween,"gigi saul guerrero, elyse maloway, vincent tong, erin mathews, andrea libman, alessandro juliani, nicole anthony, diana kaarina, ian james corlett, britt mckillip, kathleen barr",2019,ns3457,min,24,4.0,3.5
tv show,seis manos,"aislinn derbez, mike colter, jonny cruz, angélica vale, vic chao, danny trejo",2019,ns3458,season,1,3.5,3.5
tv show,living undocumented,,2019,ns3459,season,1,4.0,3.6
movie,ready to mingle,"cassandra ciangherotti, gabriela de la garza, irán castillo, sophie alexander-katz, flor eduarda gurrola, mariana cabrera, juan pablo medina, pablo cruz guerrero, diana bovio, andrés almeida",2019,ns3460,min,98,3.0,3.6
movie,salam - the first ****** nobel laureate,,2018,ns3461,min,76,4.0,3.5
tv show,cheese in the trap,"park hae-jin, kim go-eun, seo kang-jun, lee sung-kyoung, nam joo-hyuk, park min-ji, hwang seog-jeong, son byung-ho, ahn kil-kang",2016,ns3462,season,1,4.0,3.5
tv show,chicago typewriter,"yoo ah-in, im soo-jung, ko kyoung-pyo, kwak si-yang, jo woo-jin, yang jin-sung, jeon soo-kyeong, ji dae-han, chun ho-jin",2017,ns3463,season,1,3.0,3.5
tv show,college romance,"manjot singh, apoorva arora, keshav sadhna, shreya mehta, hira ashar, gagan arora",2018,ns3464,season,1,4.0,3.5
tv show,engineering girls,"barkha singh, kritika avasthi, sejal kumar",2018,ns3465,season,1,5.0,3.6
movie,first kiss,"vajèn van den bosch, buddy vedder, leontine borsato, caroline de bruijn, stijn fransen, marije zuurveld",2018,ns3466,min,90,2.5,3.6
tv show,girls hostel,"srishti shrivastava, parul gulati, simran natekar, ahsaas channa, shreya mehta, gagan arora, trupti khamkar, khushbu baid",2018,ns3467,season,1,3.5,3.5
tv show,inmates,"kashyap kapoor, ashish verma, raghav raj kakker, mukti mohan, akanksha thakur",2017,ns3468,season,1,3.0,3.5
movie,limitless,,2017,ns3469,min,59,3.0,3.5
movie,little baby bum: go buster,,2019,ns3470,min,58,5.0,3.6
tv show,miniforce x,,2018,ns3471,season,1,3.0,3.5
movie,nikki glaser: bangin’,nikki glaser,2019,ns3472,min,64,5.0,3.4
movie,rugrats in paris: the movie,"elizabeth daily, tara strong, cheryl chase, christine cavanaugh, cree summer, kath soucie, michael bell, tress macneille, casey kasem, joe alaskey, debbie reynolds, jack riley, susan sarandon, john lithgow",2000,ns3473,min,79,2.0,3.5
tv show,the k2,"ji chang-wook, song yoon-a, lim yoona, cho seong-ha, kim kap-soo, lee jung-jin, son tae-young, shin dong-mi",2016,ns3474,season,1,3.0,3.6
tv show,the liar and his lover,"lee hyun-woo, joy, lee jung-jin, lee seo-won, hong seo-young, choi min-soo, lim ye-jin, jang ki-yong, song kang, park ji-young",2017,ns3475,season,1,4.5,3.5
movie,the rugrats movie,"elizabeth daily, christine cavanaugh, kath soucie, melanie chartoff, phil proctor, cree summer, cheryl chase, tara strong, jack riley, joe alaskey, michael bell, tress macneille, busta rhymes, whoopi goldberg, david spade",1998,ns3476,min,81,5.0,3.5
movie,the squid and the whale,"jeff daniels, laura linney, jesse eisenberg, owen kline, william baldwin, halley feiffer, anna paquin, ken leung, david benger, adam rose",2005,ns3477,min,81,4.0,3.6
tv show,gotham,"ben mckenzie, donal logue, jada pinkett smith, david mazouz, sean pertwee, camren bicondova, robin lord taylor, cory michael smith, erin richards, john doman, victoria cartagena, andrew stewart-jones, larry pine, jessica lucas, maggie geha, charlie tahan, drew powell, morena baccarin, anthony carrigan, crystal reed, chris chalk, damian young, michael buscemi, alexander siddig, michael maize",2019,ns3478,seasons,5,3.0,3.5
movie,mo gilligan: momentum,mo gilligan,2019,ns3479,min,64,1.0,3.5
movie,cultivating the seas: history and future of the full-cycle cultured kindai tuna,,2019,ns3480,min,45,5.0,3.6
movie,tuna girl,"fuka koshiba, tom fujita, hidetoshi hoshida, hiroto kanai, ryosuke yusa, shuri tanaka, chal inoue, takashi taniguchi, takeshi masu",2019,ns3481,min,90,3.5,3.5
tv show,bard of blood,"emraan hashmi, viineet kumar, sobhita dhulipala, jaideep ahlawat, kirti kulhari, sohum shah, rajit kapoor, danish hussain",2019,ns3482,season,1,4.5,3.6
movie,deliha 2,"gupse özay, eda ece, aksel bonfil, derya alabora, esin eden, hülya duyar, ali çelik, mert öner",2018,ns3483,min,102,3.5,3.5
tv show,el marginal,"juan minujín, martina gusman, gerardo romano, claudio rissi, carlos portaluppi, nicolás furtado, cristina banegas, abel ayala",2019,ns3484,seasons,3,4.5,3.5
movie,in the shadow of the moon,"boyd holbrook, michael c. hall, cleopatra coleman, bokeem woodbine, rudi dharmalingam, rachel keller",2019,ns3485,min,116,4.0,3.5
movie,sturgill simpson presents sound & fury,,2019,ns3486,min,42,2.0,3.5
movie,malaal,"meezaan jaffrey, sharmin segal, chinmaya surve, anil gawas, sonal jha, sanjay gurbaxani, sameer dharmadhikari, deepak damle",2019,ns3487,min,133,3.0,3.6
movie,the grandmaster,"tony leung chiu-wai, zhang ziyi, chang chen, xiao shen-yang, zhao benshan, song hye-kyo, wang qingxiang, zhang jin, lo hoi-pang, cung le, julian cheung",2013,ns3488,min,108,5.0,3.5
tv show,the inmate,"ignacio serricchio, ana claudia talancón, flavio medina, luis felipe tovar, mariana seoane, guy ecker, isabella castillo, bradley stryker, gustavo sánchez parra, leonardo ortizgris, alejandro calva, rodrigo oviedo, ramón medína, erik hayser, tiaré scanda",2018,ns3489,season,1,3.0,3.5
tv show,abstract: the art of design,"christoph niemann, tinker hatfield, es devlin, bjarke ingels, paula scher, platon, ilse crawford, ralph gilles",2019,ns3490,seasons,2,3.0,3.4
movie,birders,,2019,ns3491,min,38,0.5,3.5
tv show,glitch,"patrick brammall, genevieve o'reilly, emma booth, emily barclay, ned dennehy, sean keenan, hannah monson, aaron l. mcgrath, john leary, rodger corser, andrew mcfarlane, luke arnold, rob collins, pernilla august",2019,ns3492,seasons,3,4.0,3.6
movie,oh! baby (malayalam),"samantha ruth prabhu, lakshmi, rajendraprasad, naga shourya, rao ramesh, teja sajja, pragathi, jagapathi babu, aishwarya, urvashi",2019,ns3493,min,146,3.0,3.6
movie,oh! baby (tamil),"samantha ruth prabhu, lakshmi, rajendraprasad, naga shourya, rao ramesh, teja sajja, pragathi, jagapathi babu, aishwarya, urvashi",2019,ns3494,min,146,4.0,3.5
movie,inside man: most wanted,"aml ameen, rhea seehorn, roxanne mckee, urs rechn, akshay kumar, tanya van graan, andre jacobs, sven ruygrok",2019,ns3495,min,106,4.0,3.5
movie,jeff dunham: beside himself,jeff dunham,2019,ns3496,min,58,5.0,3.5
movie,manmadhudu 2,"nagarjuna akkineni, rakul preet singh, lakshmi, rao ramesh, vennela kishore, jhansi, devadarshini chetan, nishanti",2019,ns3497,min,152,4.5,3.5
movie,under the eiffel tower,"matt walsh, judith godreche, reid scott, michaela watkins, david wain, gary cole",2018,ns3498,min,87,4.0,3.6
movie,do paise ki dhoop chaar aane ki baarish,"manisha koirala, rajit kapoor, sanaj naval, rajendra gupta, suhaas khandke, nassar abdulla, saurabh dubey, usha jadhav, ashwin kaushal, milind soman",2009,ns3499,min,121,4.0,3.6
tv show,vagabond,"lee seung-gi, bae suzy, shin sung-rok, moon jung-hee, baek yoon-sik, moon sung-keun, lee gyoung-young, lee ki-young, kim min-jong, jung man-sik, hwang bo-ra",2019,ns3500,season,1,3.5,3.6
movie,between two ferns: the movie,"zach galifianakis, lauren lapkus, ryan gaul, jiavani linayao, will ferrell",2019,ns3501,min,83,3.5,3.5
tv show,criminal: france,"margot bancilhon, laurent lucas, stéphane jobert, anne azoulay, mhamed arezki, sara giraudeau, nathalie baye, jérémie renier",2019,ns3502,season,1,4.0,3.5
tv show,criminal: germany,"eva meckbach, sylvester groth, florence kasumba, peter kurth, christian berkel, nina hoss, christian kuchenbuch, jonathan berlin, deniz arora",2019,ns3503,season,1,4.0,3.5
tv show,criminal: spain,"emma suárez, jorge bosch, álvaro cervantes, carmen machi, inma cuesta, eduard fernández, maría morales, josé ángel egido, daniel chamorro, javi coll, carlos manuel díaz, nuria mencía, milo taboada",2019,ns3504,season,1,0.5,3.6
tv show,fastest car,,2019,ns3505,seasons,2,4.5,3.5
tv show,inside bill's brain: decoding bill gates,bill gates,2019,ns3506,season,1,3.5,3.4
tv show,the hockey girls,"iria del río, nora navas, josep linuesa, natàlia barrientos, dèlia brufau, yasmina drissi sales, júlia gibert, mireia oriol, asia ortega leiva, claudia riera, mireia aixalà, juli fàbregas, àgata roca, marc clotet",2019,ns3507,season,1,3.0,3.5
movie,travel mates 2,"oğuzhan koç, i̇brahim büyükak, ezgi eyüboğlu, olgun toker, kadir polatçi, aycan koptur, bahar şahin, kıvanç baran arslan",2018,ns3508,min,111,3.0,3.6
movie,true: tricky treat day,"michela luci, jamie watson, eric peterson, anna claire bartlam, nicolas aqui, cory doran, julie lemieux, derek mcgrath",2019,ns3509,min,24,3.5,3.5
movie,kabir singh,"shahid kapoor, kiara advani, suresh oberoi, arjan bajwa, adil hussain, nikita dutta, kamini kaushal, anurag arora",2019,ns3510,min,171,3.0,3.5
tv show,when the camellia blooms,"kong hyo-jin, kang ha-neul, kim ji-seok, oh jung-se, yeom hye-ran, son dam-bi, ji e-su, go du-sim",2019,ns3511,season,1,5.0,3.5
movie,avengement,"scott adkins, craig fairbrass, thomas turgoose, nick moran, kierston wareing, mark strange, leo gregory, luke lafontaine, beau fowler, dan styles",2019,ns3512,min,88,4.5,3.5
movie,sebastian maniscalco: what's wrong with people?,sebastian maniscalco,2012,ns3513,min,76,3.0,3.6
movie,los tigres del norte at folsom prison,los tigres del norte,2019,ns3514,min,64,4.5,3.6
movie,steal a pencil for me,"jack polak, ina soep",2006,ns3515,min,94,4.0,3.5
tv show,surviving r. kelly,r. kelly,2019,ns3516,season,1,2.0,3.6
movie,oh! baby,"samantha ruth prabhu, lakshmi, rajendraprasad, naga shourya, rao ramesh, teja sajja, pragathi, jagapathi babu, aishwarya, urvashi",2019,ns3517,min,157,4.0,3.6
movie,the crystal calls making the dark crystal: age of resistance,"taron egerton, natalie dormer, simon pegg, jason isaacs",2019,ns3518,min,83,4.0,3.5
movie,"hello, privilege. it's me, chelsea",chelsea handler,2019,ns3519,min,65,4.0,3.6
tv show,kabaneri of the iron fortress: the battle of unato,"tasuku hatanaka, sayaka senbongi, maaya uchida, toshiki masuda, kanae oki, mariya ise, ryota osaka, kensuke sato, maxwell powers, shinichiro miki",2019,ns3520,season,1,3.5,3.5
movie,locked on you,"ata demirer, demet akbağ, gonca vuslateri, i̇lker aksum, tarık ünlüoğlu, erkan can, hande dane, ayten uncuoğlu, hakan salınmış, i̇ştar gökseven",2018,ns3521,min,105,5.0,3.5
